KEY,CHARACTER,English,Spanish,French,Italian,German,Russian,EnglishOrigin
Tutorial-S01-Phrase04-PS4,-,XX,"[FFFFFF]¿Te has quedado sin munición? Pues pulsa el [FD852E]BOTÓN CUADRADO[-] para recargar. Tienes [FD852E]balas infinitas[-], pero no te olvides de recargar de vez en cuando.","[FFFFFF]Vous n'avez plus de balles dans la chambre ? Appuyez sur la [FD852E]touche carré[-] pour recharger. N'OUBLIEZ PAS : vous disposez de [FD852E]balles infinies[-], mais vous aurez besoin de recharger de temps à autre !","[FFFFFF]Sei a corto di colpi? Premi il [FD852E]tasto quadrato[-] per ricaricare. RICORDA: hai [FD852E]pallottole infinite[-], ma dovrai ricaricare di tanto in tanto!","[FFFFFF]Munition alle? Drücke die [FD852E]Quadrat-Taste[-] um nachzuladen. DENK DARAN: Du hast [FD852E]unendlich viel Munition[-], aber du musst trotzdem ab und zu nachladen!","[FFFFFF]Закончились патроны? Нажмите [FD852E]кнопка квадрат[-], чтобы перезарядить оружие. ПОМНИТЕ: У вас [FD852E]бесконечные патроны[-], но время от времени придется перезаряжаться!","[FFFFFF]Out of bullets? Press [FD852E][SQUARE BUTTON][-] to recharge. REMEMBER: You have [FD852E]infinite bullets[-], but you still need to recharge from time to time!"
Tutorial-S01-Phrase05-PS4,-,XX,[FFFFFF]¡Vamos a ir dándole al dash! Pulsa el [FD852E]BOTÓN TRIÁNGULO[-] mientas estés corriendo en cualquier dirección para hacer un dash.,[FFFFFF]Il est temps de foncer ! Appuyez sur la [FD852E]touche triangle[-] en courant dans n'importe quelle direction pour foncer.,[FFFFFF]Adesso impariamo a scattare! Premi il [FD852E]tasto triangolo[-] mentre corri in qualsiasi direzione per scattare.,[FFFFFF]Auf zu einem kleinen Sprint! Drücke beim Laufen in eine beliebige Richtung die [FD852E]Dreieck-Taste[-] um zu sprinten.,"[FFFFFF]Понеслись! Нажмите [FD852E]кнопка треугольник[-] во время бега, чтобы совершить рывок в этом направлении.",[FFFFFF]Let's try dashing! Press [FD852E][TRIANGLE BUTTON][-] while running on any direction to dash.
Tutorial-S01-Phrase06-PS4,-,XX,[FFFFFF]Ahora pulsa el [FD852E]BOTÓN CÍRCULO[-] para agacharte tras un parapeto. Esto te protegerá del fuego enemigo mientras les devuelves los disparos.,[FFFFFF]Maintenant appuyez sur la [FD852E]touche cercle[-] quand vous êtes près d'un abri pour vous mettre à couvert. Cela vous protègera des balles ennemies pendant que vous tirez.,[FFFFFF]Ora premi il [FD852E]tasto cerchio[-] quando sei vicino a un riparo per chinarti e proteggerti. Le pallottole nemiche non ti colpiranno e potrai rispondere al fuoco.,"[FFFFFF] Drücke [FD852E]Kreis-Taste[-], wenn du dich in der Nähe eines Hindernisses befindest, um dahinter in Deckung zu gehen. So bist du vor feindlichen Kugeln geschützt, während du zurück feuerst.","[FFFFFF]А теперь нажмите [FD852E]кнопка круг[-] рядом с укрытием, чтобы спрятаться за него. Укрытия позволяют вам прятаться от вражеских пуль во время перестрелок.",[FFFFFF]Now press [FD852E][CIRCLE BUTTON][-] whenever you're near cover to duck behind it. This'll protect you from enemy fire while you shoot back.
Tutorial-S01-Phrase07-PS4,-,XX,"[FFFFFF]Asómate fuera del parapeto manteniendo pulsado [FD852E]BOTÓN L2[-] y dispara con el [FD852E]BOTÓN R2[-] como de costumbre. Cuando te asomas eres vulnerable a las balas enemigas, así que ve con cuidado.","[FFFFFF]Penchez-vous hors de votre abri en gardant la [FD852E]L2[-] appuyée et tirez avec le [FD852E]R2[-]. Vous êtes vulnérable aux balles ennemies quand vous vous penchez, alors soyez prudent !","[FFFFFF]Tieni premuto il [FD852E]L2[-] per sporgerti dal riparo e spara con la [FD852E]R2[-] come al solito. Quando ti sporgi sei vulnerabile alle pallottole nemiche, perciò fai attenzione!","[FFFFFF]Um aus der Deckung heraus zu schießen halte wie gewohnt den [FD852E]L2[-] gedrückt und schieß mit dem [FD852E]R2[-]. Während du dich aus der Deckung herauslehnst, kannst du von deinen Feinden getroffen werden. Sei also vorsichtig!","[FFFFFF]Высовывайтесь из-за укрытия, удерживая [FD852E]L2[-], и стреляйте при помощи [FD852E]R2[-], как обычно. Высунувшись из-за укрытия, вы становитесь уязвимы для вражеских пуль, так что будьте осторожны!","[FFFFFF]Lean out of cover by holding [FD852E][L2 BUTTON][-], then shoot with [FD852E][R2 BUTTON][-] as usual. Remember, you're vulnerable to enemy fire when you lean out, so be careful!"
Tutorial-S01-Phrase08-PS4,-,XX,[FFFFFF]Suelta el [FD852E]BOTÓN L2[-] para volver a resguardarte tras el parapeto. Protégete de dos balas para continuar.,[FFFFFF]Relâchez la [FD852E]L2[-] pour vous remettre à couvert. Évitez 2 balles en vous mettant à couvert pour continuer.,[FFFFFF]Rilascia il [FD852E]L2[-] per tornare al riparo. Riparati da 2 pallottole per continuare.,"[FFFFFF]Lass den [FD852E]L2[-] los, um wieder in Deckung zu gehen. Duck dich vor 2 Schüssen, um fortzufahren.","[FFFFFF]Отпустите [FD852E]L2[-], чтобы вернуться в укрытие. Укройтесь от 2 пуль, чтобы продолжить.","[FFFFFF]Release [FD852E][L2 BUTTON][-] to duck back into cover again. Wait for two bullets to hit, then you can continue."
Tutorial-S01-Phrase09-PS4,-,XX,[FFFFFF]Ahora dispara desde el parapeto a ese blanco tan correoso.,"[FFFFFF]Maintenant, tirez sur cette cible énervante tout en restant à couvert.",[FFFFFF]Ora spara a quel bersaglio fastidioso dal riparo.,[FFFFFF]Schieß jetzt aus deiner Deckung auf dieses lästige Ziel.,[FFFFFF]А теперь стреляйте по этой надоедливой мишени из укрытия.,[FFFFFF]Now shoot at that pesky target from cover.
Tutorial-S01-Phrase10-PS4,-,XX,[FFFFFF]Luego pulsa el [FD852E]BOTÓN CÍRCULO[-] de nuevo para salir del parapeto.,"[FFFFFF]Ensuite, appuyez à nouveau sur la [FD852E]touche cercle[-] pour quitter votre couverture.",[FFFFFF]Poi premi di nuovo il [FD852E]tasto cerchio[-] per uscire dal riparo.,"[FFFFFF]Drücke erneut [FD852E]Kreis-Taste[-], um deine Deckung zu verlassen.","[FFFFFF]Затем еще раз нажмите [FD852E]кнопка круг[-], чтобы покинуть укрытие.",[FFFFFF]Then press [FD852E][CIRCLE BUTTON][-] again to exit cover.
Tutorial-S01-Phrase11-PS4,-,XX,"[FFFFFF]¡Ya está! No ha sido para tanto, ¿verdad?","[FFFFFF]C'est terminé ! Ça n'était pas si terrible, si ?","[FFFFFF]Ecco fatto! Non è stato poi così difficile, vero?","[FFFFFF]Das war's schon! War gar nicht so schlimm, oder?","[FFFFFF]Вот и все! Не так уж и сложно, правда?","[FFFFFF]All done! That wasn't so bad, now was it?"
Tutorial-S01-Phrase01-Xbox,-,XX,"[FFFFFF]¡Bienvenido al tutorial de Rise & Shine! Es menos peñazo de lo que parece, de verdad. Y te va a ayudar mucho. Usa el [FD852E]STICK IZQUIERDO[-] para correr y alcanzar la bandera.",[FFFFFF]Bienvenue dans le Tutoriel assez-ennuyeux-mais-très-court de Rise & Shine ! Utilisez le [FD852E]Stick Analogique Gauche[-] pour courir et atteindre le drapeau.,[FFFFFF]Benvenuto al livello tutorial un-po'-noioso-ma-tanto-dura-poco di Rise & Shine! Usa la [FD852E]LEVETTA SINISTRA[-] per correre e arrivare alla bandiera.,"[FFFFFF]Willkommen im langweiligen, aber wirklich kurzen Tutorial von Rise & Shine! Benutze den [FD852E]LINKER STICK[-] um zu laufen. Laufe zur Flagge.","[FFFFFF]Приветствуем вас в довольно-скучном-но-зато-коротком обучающем уровне игры Rise & Shine! Используйте [FD852E]ЛЕВЫЙ МИНИ-ДЖОЙСТИК[-], чтобы добежать до флага.",[FFFFFF]Welcome to Rise & Shine's short but necessary tutorial! Use the [FD852E]LEFT STICK[-] to run and reach the flag.
Tutorial-S01-Phrase02-Xbox,-,XX,[FFFFFF]Usa el [FD852E]BOTÓN A[-] y saltarás al disparar tu pistola contra el suelo. También se puede hacer [FD852E]doble salto[-]. ¡Toma ya!,[FFFFFF]Utilisez la [FD852E]TOUCHE A[-] pour sauter à l’aide de votre arme. Vous pouvez même faire un [FD852E]double saut[-] si vous voulez ! Ouah !,[FFFFFF]Usa il [FD852E]PULSANTE A[-] per saltare con l'aiuto della tua pistola. Puoi anche spiccare un [FD852E]doppio salto[-] se vuoi! WOW!,"[FFFFFF]Drücke die [FD852E]A-TASTE[-] um mit deiner Waffe zu springen. Wenn du willst, kannst du sogar einen [FD852E]Doppelsprung[-] machen! WOW!","[FFFFFF]Используйте [FD852E]КНОПКУ A[-], чтобы подпрыгнуть при помощи своего оружия. Если хочется, можно даже совершить [FD852E]двойной прыжок[-]! УХ ТЫ!",[FFFFFF]Use the [FD852E]A BUTTON[-] to jump using your gun. You can even make a [FD852E]double jump[-] if you want to! WOW!
Tutorial-S01-Phrase03-Xbox,-,XX,"[FFFFFF]Pasamos a la parte de liarse a tiros. Mantén el [FD852E]GATILLO IZQUIERDO[-] pulsado para desenfundar la pistola y apunta con el [FD852E]STICK DERECHO[-]. Luego con el [FD852E]GATILLO DERECHO[-] dispararás. Venga, cárgate ese blanco que está ahí flotando.","[FFFFFF]C'est parti pour la castagne ! Gardez la [FD852E]GÂCHETTE GAUCHE[-] appuyée pour dégainer, visez avec le [FD852E]Stick Analogique Droit[-], puis appuyez sur la [FD852E]GÂCHETTE DROITE[-] pour tirer. Oh, et détruisez cette cible flottante !","[FFFFFF]Ora passiamo alla parte in cui si spara! Tieni premuto il [FD852E]GRILLETTO SINISTRO[-] per estrarre la pistola, mira con la [FD852E]LEVETTA DESTRA[-] e poi premi il [FD852E]GRILLETTO DESTRO[-] per sparare. Ah, e distruggi quel bersaglio fluttuante!","[FFFFFF]Kommen wir nun zum Geballer. Halte den [FD852E]LINKER TRIGGER[-] gedrückt, um deine Waffe zu ziehen, benutze den [FD852E]RECHTER STICK[-], um zu zielen und drücke dann den [FD852E]RECHTER TRIGGER[-], um zu schießen. Ach ja, zerlege am besten mal das schwebe Ziel dort.","[FFFFFF]А теперь мы наконец-то постреляем! Удерживайте [FD852E]ЛЕВЫЙ ТРИГГЕР[-], чтобы достать оружие, и прицельтесь с помощью [FD852E]ПРАВОГО МИНИ-ДЖОЙСТИКА[-], а затем стреляйте, используя [FD852E]ПРАВЫЙ ТРИГГЕР[-]. И да, нужно разрушить висящую в воздухе цель!","[FFFFFF]Now we get to the fun part: shooting! Hold down [FD852E]LEFT TRIGGER[-] to unholster your gun, aim with [FD852E]RIGHT STICK[-] and then press the [FD852E]RIGHT TRIGGER[-] to shoot. Oh, and destroy that floating target!"
Tutorial-S01-Phrase04-Xbox,-,XX,"[FFFFFF]¿Te has quedado sin munición? Pues pulsa el [FD852E]BOTÓN X[-] para recargar. Tienes [FD852E]balas infinitas[-], pero no te olvides de recargar de vez en cuando.","[FFFFFF]Vous n'avez plus de balles dans la chambre ? Appuyez sur la [FD852E]TOUCHE X[-] pour recharger. N'OUBLIEZ PAS : vous disposez de [FD852E]balles infinies[-], mais vous aurez besoin de recharger de temps à autre !","[FFFFFF]Sei a corto di colpi? Premi il [FD852E]PULSANTE X[-] per ricaricare. RICORDA: hai [FD852E]pallottole infinite[-], ma dovrai ricaricare di tanto in tanto!","[FFFFFF]Munition alle? Drücke die [FD852E]X-TASTE[-] um nachzuladen. DENK DARAN: Du hast [FD852E]unendlich viel Munition[-], aber du musst trotzdem ab und zu nachladen!","[FFFFFF]Закончились патроны? Нажмите [FD852E]КНОПКУ X[-], чтобы перезарядить оружие. ПОМНИТЕ: У вас [FD852E]бесконечные патроны[-], но время от времени придется перезаряжаться!","[FFFFFF]Out of bullets? Press the [FD852E]X BUTTON[-] to recharge. REMEMBER: You have [FD852E]infinite bullets[-], but you still need to recharge from time to time!"
Tutorial-S01-Phrase05-Xbox,-,XX,[FFFFFF]¡Vamos a ir dándole al dash! Pulsa el [FD852E]BOTÓN Y[-] mientas estés corriendo en cualquier dirección para hacer un dash.,[FFFFFF]Il est temps de foncer ! Appuyez sur la [FD852E]TOUCHE Y[-] en courant dans n'importe quelle direction pour foncer.,[FFFFFF]Adesso impariamo a scattare! Premi il [FD852E]PULSANTE Y[-] mentre corri in qualsiasi direzione per scattare.,[FFFFFF]Auf zu einem kleinen Sprint! Drücke beim Laufen in eine beliebige Richtung die [FD852E]Y-TASTE[-] um zu sprinten.,"[FFFFFF]Понеслись! Нажмите [FD852E]КНОПКУ Y[-] во время бега, чтобы совершить рывок в этом направлении.",[FFFFFF]Let's try dashing! Press the [FD852E]Y BUTTON[-] while running on any direction to dash.
Tutorial-S01-Phrase06-Xbox,-,XX,[FFFFFF]Ahora pulsa el [FD852E]BOTÓN B[-] para agacharte tras un parapeto. Esto te protegerá del fuego enemigo mientras les devuelves los disparos.,[FFFFFF]Maintenant appuyez sur la [FD852E]TOUCHE B[-] quand vous êtes près d'un abri pour vous mettre à couvert. Cela vous protègera des balles ennemies pendant que vous tirez.,[FFFFFF]Ora premi il [FD852E]PULSANTE B[-] quando sei vicino a un riparo per chinarti e proteggerti. Le pallottole nemiche non ti colpiranno e potrai rispondere al fuoco.,"[FFFFFF] Drücke [FD852E]B-TASTE[-], wenn du dich in der Nähe eines Hindernisses befindest, um dahinter in Deckung zu gehen. So bist du vor feindlichen Kugeln geschützt, während du zurück feuerst.","[FFFFFF]А теперь нажмите [FD852E]КНОПКУ B[-] рядом с укрытием, чтобы спрятаться за него. Укрытия позволяют вам прятаться от вражеских пуль во время перестрелок.",[FFFFFF]Now press the [FD852E]B BUTTON[-] whenever you're near cover to duck behind it. This'll protect you from enemy fire while you shoot back.
Tutorial-S01-Phrase07-Xbox,-,XX,"[FFFFFF]Asómate fuera del parapeto manteniendo pulsado [FD852E]GATILLO IZQUIERDO[-] y dispara con el [FD852E]GATILLO DERECHO[-] como de costumbre. Cuando te asomas eres vulnerable a las balas enemigas, así que ve con cuidado.","[FFFFFF]Penchez-vous hors de votre abri en gardant la [FD852E]GÂCHETTE GAUCHE[-] appuyée et tirez avec le [FD852E]GÂCHETTE DROITE[-]. Vous êtes vulnérable aux balles ennemies quand vous vous penchez, alors soyez prudent !","[FFFFFF]Tieni premuto il [FD852E]GRILLETTO SINISTRO[-] per sporgerti dal riparo e spara con la [FD852E]GRILLETTO DESTRO[-] come al solito. Quando ti sporgi sei vulnerabile alle pallottole nemiche, perciò fai attenzione!","[FFFFFF]Um aus der Deckung heraus zu schießen halte wie gewohnt den [FD852E]LINKER TRIGGER[-] gedrückt und schieß mit dem [FD852E]RECHTER TRIGGER[-]. Während du dich aus der Deckung herauslehnst, kannst du von deinen Feinden getroffen werden. Sei also vorsichtig!","[FFFFFF]Высовывайтесь из-за укрытия, удерживая [FD852E]ЛЕВЫЙ ТРИГГЕР[-], и стреляйте при помощи [FD852E]ПРАВЫЙ ТРИГГЕР[-], как обычно. Высунувшись из-за укрытия, вы становитесь уязвимы для вражеских пуль, так что будьте осторожны!","[FFFFFF]Lean out of cover by holding [FD852E]LEFT TRIGGER[-], then shoot with [FD852E]RIGHT TRIGGER[-] as usual. Remember, you're vulnerable to enemy fire when you lean out, so be careful!"
Tutorial-S01-Phrase08-Xbox,-,XX,[FFFFFF]Suelta el [FD852E]GATILLO IZQUIERDO[-] para volver a resguardarte tras el parapeto. Protégete de dos balas para continuar.,[FFFFFF]Relâchez la [FD852E]GÂCHETTE GAUCHE[-] pour vous remettre à couvert. Évitez 2 balles en vous mettant à couvert pour continuer.,[FFFFFF]Rilascia il [FD852E]GRILLETTO SINISTRO[-] per tornare al riparo. Riparati da 2 pallottole per continuare.,"[FFFFFF]Lass den [FD852E]LINKER TRIGGER[-] los, um wieder in Deckung zu gehen. Duck dich vor 2 Schüssen, um fortzufahren.","[FFFFFF]Отпустите [FD852E]ЛЕВЫЙ ТРИГГЕР[-], чтобы вернуться в укрытие. Укройтесь от 2 пуль, чтобы продолжить.","[FFFFFF]Release [FD852E]LEFT TRIGGER[-] to duck back into cover again. Wait for two bullets to hit, then you can continue."
Tutorial-S01-Phrase09-Xbox,-,XX,[FFFFFF]Ahora dispara desde el parapeto a ese blanco tan correoso.,"[FFFFFF]Maintenant, tirez sur cette cible énervante tout en restant à couvert.",[FFFFFF]Ora spara a quel bersaglio fastidioso dal riparo.,[FFFFFF]Schieß jetzt aus deiner Deckung auf dieses lästige Ziel.,[FFFFFF]А теперь стреляйте по этой надоедливой мишени из укрытия.,[FFFFFF]Now shoot at that pesky target from cover.
Tutorial-S01-Phrase10-Xbox,-,XX,[FFFFFF]Luego pulsa el [FD852E]BOTÓN B[-] de nuevo para salir del parapeto.,"[FFFFFF]Ensuite, appuyez à nouveau sur la [FD852E]TOUCHE B[-] pour quitter votre couverture.",[FFFFFF]Poi premi di nuovo il [FD852E]PULSANTE B[-] per uscire dal riparo.,"[FFFFFF]Drücke erneut [FD852E]B-TASTE[-], um deine Deckung zu verlassen.","[FFFFFF]Затем еще раз нажмите [FD852E]КНОПКУ B[-], чтобы покинуть укрытие.",[FFFFFF]Then press [FD852E]B Button[-] again to exit cover.
Tutorial-S01-Phrase11-Xbox,-,XX,"[FFFFFF]¡Ya está! No ha sido para tanto, ¿verdad?","[FFFFFF]C'est terminé ! Ça n'était pas si terrible, si ? Quand vous êtes prêt, appuyez sur [FD852E]MENU[-] pour quitter ce niveau et commencer la VRAIE AVENTURE. Parce que les tutoriels ne sont pas de [FD852E]VRAIES AVENTURES[-], tout le monde sait ça.","[FFFFFF]Ecco fatto! Non è stato poi così difficile, vero? Quando sei pronto, premi [FD852E]MENU[-] per uscire da questo livello e iniziare la VERA AVVENTURA. Perché lo sanno tutti che i tutorial non sono [FD852E]VERE AVVENTURE[-].","[FFFFFF]Das war's schon! War gar nicht so schlimm, oder? Wenn du bereit bist, drücke [FD852E]MENÜ[-] um dieses Tutorial zu verlassen und mit dem RICHTIGEN ABENTEUER zu beginnen! Schließlich wissen wir ja alle, dass Tutorials keine [FD852E]RICHTIGEN ABENTEUER[-] sind.","[FFFFFF]Вот и все! Не так уж и сложно, правда? Когда будете готовы, нажмите [FD852E]МЕНЮ[-], чтобы покинуть уровень и отправиться в НАСТОЯЩЕЕ ПРИКЛЮЧЕНИЕ. Ведь все знают, что обучение — это еще не [FD852E]НАСТОЯЩЕЕ ПРИКЛЮЧЕНИЕ.[-]","[FFFFFF]All done! That wasn't so bad, now was it?"
C01-S00-LoadString,-,[FD852E]游戏星[FFFFFF]被入侵了。\n\n一个名叫莱兹的小孩发现自己正处于战争的中心……\n\n一场或许能由他来终结的战争……,[FD852E]Mundojuego [FFFFFF]ha sido invadido.\n\n Un niño llamado Rise se ve metido en una guerra que no puede comprender... \n\n Pero que él mismo podría llegar a hacer terminar...,[FD852E]Gamearth [FFFFFF]a été envahie.\n\n Un enfant nommé Rise se retrouve dans une guerre qu'il ne comprend pas…\n\n Mais à laquelle il pourrait mettre fin…,[FD852E]Gamearth [FFFFFF]è stata invasa.\n\n Un ragazzino di nome Rise si è trovato nel bel mezzo di una guerra che non comprende...\n\n Ma a cui forse può porre fine...,"[FD852E]Gamearth[FFFFFF] wird angegriffen.\n\n Ein Junge namens Rise findet sich mitten in einem Krieg wieder, den er nicht verstehen kann ...\n\n Doch vielleicht kann er ihm ein Ende setzen ...","[FD852E]Игроземля [FFFFFF]столкнулась с инопланетным вторжением.\n\n Мальчик по имени Райз очутился в самой гуще войны, которую не может понять...\n\n Но которую может прекратить...","[FD852E]Gamearth [FFFFFF]has been invaded.\n\n A kid named Rise has found himself in the middle of a war...\n\n A war that, somehow, he just might be able to end..."
C01-S00-Phrase01,Tomox,[000000]……莱兹？你……你在这干嘛？你……你得快点离开这座城！,[000000]...Rise...Qu...¿Qué haces aquí? Tienes que... ¡Tienes que irte de la ciudad!,[000000]…Rise ? Qu'est-ce que… Qu'est-ce que tu fais là ? Tu dois… Tu dois quitter la ville !,[000000]Rise? Ma... Che cosa ci fai qui? Devi... Devi lasciare la città!,[000000]Rise ...? Was ... Was machst du hier? Du musst ... Du musst von hier verschwinden!,[000000]...Райз? Что... Что ты тут делаешь? Тебе нужно... Тебе нужно выбираться из города!,[000000]...Rise? What... What are you doing here? You have... You have to get away from the city!
